FID,OBJECTID,SHAPE,BEZEICHNUNG,BETREIBER,ADRESSE,WEBLINK1,TYP_TXT,TXTATT1,KONTAKT,SE_ANNO_CAD_DATA
KINDERGARTENOGD.877146,877146,POINT (16.376370188574334 48.243531592664596),Lollipop,Pädagogische Kinder Bildungs und Betreuungszentrum MEMO,"20., Adalbert-Stifter-Straße 69-71/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877147,877147,POINT (16.391033094570503 48.211424657542146),Kindergruppe 123,"Verein der Kindergruppen 123, Abkürzung ""VKG123""","3., Obere Viaduktgasse 10",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877148,877148,POINT (16.30169521496372 48.16588557974591),Sonnenstrahl´n,Kindergruppe Purz´lbaum-Kinder u.Senioren unter einem Dach,"12., Hermann-Broch-Gasse 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,8049395-671,
KINDERGARTENOGD.877149,877149,POINT (16.395652308837256 48.20368885180802),Gute Freunde,Kindergruppe - Gute Freunde,"3., Hörnesgasse 16",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877150,877150,POINT (16.387581586902932 48.23746044149435),WOMIKI,Verein Kindergruppe ´Wohnen mit Kindern´ - WOMIKI,"20., Engerthstraße 108",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877151,877151,POINT (16.409019918190147 48.218260967100015),Kindergruppe Mini Art 3,Kindergruppe Mini Art,"2., Vorgartenstraße 202",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877152,877152,POINT (16.4418476451516 48.27500594290951),fingertips,Kindergruppe fingertips,"21., Scherer Straße 16",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877153,877153,POINT (16.31878807388779 48.23883710926603),KIRSCHBAUMHÄUSCHEN,Verein Wiener Kindergruppen,"18., Gersthofer Straße 166",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877048,877048,POINT (16.38464887286258 48.19010018582799),Kreative Welt 3,Verein Kindergruppe Kreative Welt,"3., Jacquingasse 47",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877049,877049,POINT (16.364082126314795 48.23230965985408),InterDialog 4,Verein InterDialog - Verein für interkulturelle Verständigung und Bildung,"20., Treustraße 66",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877050,877050,POINT (16.364082126314795 48.23230965985408),InterDialog 3,Verein InterDialog - Verein für interkulturelle Verständigung und Bildung,"20., Treustraße 66",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877051,877051,POINT (16.322148873466652 48.18349286179292),Kindergruppe Spassfabrik ZWEI,Verein Kindergruppe Spaßfabrik,"12., Schönbrunner Straße 293/5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877052,877052,POINT (16.341542320364027 48.2057435536846),Kids Gallery,International bilingual Kindergruppe-Kids Gallery Vienna,"7., Halbgasse 32",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877053,877053,POINT (16.311363832301424 48.129895639629524),ZAUBERWALD,"Kindergruppe ""Zauberwald""","23., Baslergasse 68-84/32",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877054,877054,POINT (16.353658346158422 48.19240291568151),INTERNATIONALE PRIVATKINDERGRUPPE - MARIAHILF,Verein Internationale Privatkindergruppe Mariahilf,"6., Linke Wienzeile 110",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877055,877055,POINT (16.283540461681124 48.18719581621504),KINDERGRUPPE IM FAMILIENHAUS,Das Familienhaus - Beratung und Betreuung auf pädagogischem Niveau,"13., Hietzinger Hauptstraße 71",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877056,877056,POINT (16.345162294857083 48.21321638246431),NEJLA 1,Kindergruppe Nejla,"8., Laudongasse 40",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877057,877057,POINT (16.336400711311285 48.20603317475835),Biene,Abendstern Kinderbetreuungsverein,"16., Lerchenfelder Gürtel 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877058,877058,POINT (16.336400711311285 48.20603317475835),Marienkäfer,Abendstern Kinderbetreuungsverein,"16., Lerchenfelder Gürtel 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877059,877059,POINT (16.336400711311285 48.20603317475835),Schmetterling,Abendstern Kinderbetreuungsverein,"16., Lerchenfelder Gürtel 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877060,877060,POINT (16.336400711311285 48.20603317475835),Grashüpfer,Abendstern Kinderbetreuungsverein,"16., Lerchenfelder Gürtel 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877061,877061,POINT (16.36194167007502 48.184385612292),Stellina Margareten,Verein Stella Kindergruppen,"5., Wiedner Hauptstraße 113",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877047,877047,POINT (16.38464887286258 48.19010018582799),Kreative Welt 2,Verein Kindergruppe Kreative Welt,"3., Jacquingasse 47",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877062,877062,POINT (16.318742515717428 48.218643445189656),KINDERGRUPPE WICHTELSTUBE,Verein für musikalische - reformpädagogische Kinderbetreuung,"16., Effingergasse 10",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877063,877063,POINT (16.323804660051408 48.19162111292022),MOND,Kindergruppe  Spiel & Spaß,"15., Jurekgasse 34",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877064,877064,POINT (16.350217062139553 48.21030631001404),KINDERGRUPPE A (KREATIV) MIT VORSCHULISCHEM ANGEBOT - MARIA TREU,Vereinigung Katholischer Kindertagesheime,"8., Piaristengasse 43",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877065,877065,POINT (16.344998539800443 48.21321999259236),NEJLA 2,Kindergruppe Nejla,"8., Laudongasse 40",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877066,877066,POINT (16.343732620886524 48.1456447424859),Little People,Kindergruppe Little People,"23., Friedensstraße 22",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877067,877067,POINT (16.339162865175755 48.22303192772229),GIRASOLE,Verein Wiener Kindergruppen,"18., Kreuzgasse 32/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877068,877068,POINT (16.40320249323685 48.19400171968799),Amina 2,Verein Kindergruppen Kinderlachen Wien,"3., Baumgasse 57-61",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877069,877069,POINT (16.538837334949033 48.21186879311207),Smiley Kids I,Verein Kindergruppe Smiley Kids,"22., Ibachstraße 24",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877070,877070,POINT (16.538837334949033 48.21186879311207),Smiley Kids II,Verein Kindergruppe Smiley Kids,"22., Ibachstraße 24",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877071,877071,POINT (16.35574479419055 48.19147402904269),MONTESSORI KINDERGRUPPE PILGRAM,Verein Wiener Kindergruppen,"5., Schönbrunnerstraße 46",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877072,877072,POINT (16.35574479419055 48.19147402904269),MONTESSORI KINDERGRUPPE MARGARETEN,Verein Wiener Kindergruppen,"5., Schönbrunnerstraße 46",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877073,877073,POINT (16.455157764520887 48.22607282439249),Mete 4,Kindergruppen Mete,"22., Wurmbrandgasse 12a",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877074,877074,POINT (16.455157764520887 48.22607282439249),Mete 5,Kindergruppen Mete,"22., Wurmbrandgasse 12b",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877075,877075,POINT (16.34304496073512 48.19976624122365),FIDI,Wiener Hilfswerk,"7., Schottenfeldgasse 29",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877076,877076,POINT (16.25478854030587 48.20308832574283),Nabe 5,Verein Montessori Verein Hütteldorf,"14., Linzer Straße 430",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877077,877077,POINT (16.25478854030587 48.20308832574283),Nabe 6,Verein Montessori Verein Hütteldorf,"14., Linzer Straße 430",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877078,877078,POINT (16.293989332328323 48.25187532131891),Neustiftzwerge,Kindergruppe Neustiftzwerge,"19., Hameaustraße 25",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877079,877079,POINT (16.39480338071898 48.19601396040992),Funny Kids 3,Kindergruppen Funny Kids,"3., Barmherzigengasse 17/3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877080,877080,POINT (16.393293024544583 48.263911334665124),MKW 1,Privatschule Montessori Kinderwelt,"21., Galvanigasse 15",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877081,877081,POINT (16.33622877705776 48.2463714044494),Early Birds 1,Billinguale Kindergruppen Early Birds,"19., Sieveringer Straße 55",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877082,877082,POINT (16.33622877705776 48.2463714044494),Early Birds 2,Billinguale Kindergruppen Early Birds,"19., Sieveringer Straße 55",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877084,877084,POINT (16.397102100514722 48.224466626311724),Horizont 5,Kindergruppe Horizont,"2., Ernst-Melchior-Gasse 11/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877085,877085,POINT (16.21742271927657 48.209970070044164),Am Wienfluss,Verein Wiener Kindergruppen,"14., Hauptstraße 77a",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877086,877086,POINT (16.259969826941067 48.13874921948393),Froschkönig,Verein Wiener Kindergruppen,"23., Rodauner Straße 94/BT 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877087,877087,POINT (16.405847701224314 48.301367691879435),Farbenfroh Zwerge,Verein Kindergruppe Farbenfroh,"21., Dr. Nekowitsch Straße 36",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877088,877088,POINT (16.405847701224314 48.301367691879435),Farbenfroh Riesen,Verein Kindergruppe Farbenfroh,"21., Dr. Nekowitsch Straße 36",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877089,877089,POINT (16.386382108905618 48.14198855518014),Regenbogen Oberlaa,Kindergruppe Oberlaa,"10., Oberlaaer Straße 186",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877090,877090,POINT (16.34670899780408 48.23058509048164),KINDERGRUPPE STERNENLAND,First Steps Kindergruppe,"18., Anastasius Grüngasse 22",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877091,877091,POINT (16.366705420126724 48.25586709967543),Pinguineninsel,Verein für Kinderbetreuung Pinguineninsel,"19., Diemgasse 14",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877092,877092,POINT (16.33457780432751 48.17968389581961),Kuschelbär,"Verein für die Betreuung von Kindern, Kindergruppe Kuschelbär","12., Mandlgasse 31",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877093,877093,POINT (16.37021262524835 48.17337628650859),Schlümpfengruppe,Bilinguale Kindergruppe AMEISE - Verein zur Integration von nichtschulpflichtigen Kindern und Eltern mit migrantischem Hintergrund,"10., Arthaber Platz 11",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877094,877094,POINT (16.37021262524835 48.17337628650859),Hasengruppe,Bilinguale Kindergruppe AMEISE - Verein zur Integration von nichtschulpflichtigen Kindern und Eltern mit migrantischem Hintergrund,"10., Arthaber Platz 11",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877095,877095,POINT (16.339304543294297 48.17994520230695),Privatkindergruppe Märchenland Wien,Privatkindergruppe Märchenland Wien,"12., Längenfeldgasse 26/7",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877096,877096,POINT (16.35809264107835 48.17488651463001),EL-ELE 2,Verein Kindergruppe El-Ele,"10., Davidgasse 82-90/OG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877097,877097,POINT (16.35809264107835 48.17488651463001),EL-ELE 3,Verein Kindergruppe El-Ele,"10., Davidgasse 82-90/OG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877083,877083,POINT (16.397102100514722 48.224466626311724),Horizont 4,Kindergruppe Horizont,"2., Ernst-Melchior-Gasse 11/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877098,877098,POINT (16.294480477588536 48.231047152099485),SCHLOSS DORNBACH,Verein Wiener Kindergruppen,"17., Dornbacherstraße 89",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877099,877099,POINT (16.378268929963124 48.241362219473466),Himmelblaue Gruppe,Kinder Bildung ist Zukunft für Österreich Integrations Kindergruppen,"20., Marchfeldstraße 6",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877100,877100,POINT (16.395275722887842 48.254755447677674),Rote Blumen,BUNTE BLUMEN/Kindergruppen,"21., Floridsdorfer Hauptstraße 16",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877101,877101,POINT (16.349781974043847 48.21751717489198),Kükennest 3,Dialog zwischen Integration und Bildung in Österreich - Dino,"9., Höfergasse 13",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877102,877102,POINT (16.369023528531898 48.23395912938049),Flower,Sudanesische Organisation für Integration von Ausländern - Saria,"20., Pappenheimgasse 31/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877103,877103,POINT (16.447553453061506 48.27051021867537),Karim 1,Kindergruppe Karim,"21., Dopschstraße 29/5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877104,877104,POINT (16.447553453061506 48.27051021867537),Karim 2,Kindergruppe Karim,"21., Dopschstraße 29/5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877105,877105,POINT (16.338713284118008 48.203408664021694),Feenzauber,"Feenzauber - Verein zur Kinderbetreuung, Bildung und Förderung von Kreativität","7., Wimbergergasse 12",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877106,877106,POINT (16.44140750984709 48.2603879074885),Kindergruppe Sonne,KinderGruppe Sonne,"22., Alfred Kubin Platz 3/6A",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877107,877107,POINT (16.361661478865464 48.19289046173652),KUNTERBUNTE ZWERGERL,KINDERGRUPPE KUNTERBUNTE ZWERGERL,"5., Krongasse 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877108,877108,POINT (16.522797460382453 48.21478295421048),Winnie Pooh,Enhil Kindergruppen,"22., Esslinger Hauptstraße 81-87",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877109,877109,POINT (16.522797460382453 48.21478295421048),Schildkröte,Enhil Kindergruppen,"22., Esslinger Hauptstraße 81-87",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877110,877110,POINT (16.395128333669003 48.2285092683659),Kindergruppe Mini Art 1,Kindergruppe Mini Art,"2., Rabensburger Straße 20",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877111,877111,POINT (16.413211920832875 48.17634292763263),Fu Long,Verein Wiener Kindergruppen,"11., Enkplatz 6-7/5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877112,877112,POINT (16.373445318563263 48.18176595958197),Lila Gruppe,Kinder Bildung ist Zukunft für Österreich Integrations Kindergruppen,"10., Laxenburgerstraße 41",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877113,877113,POINT (16.42910141486759 48.24699699653675),Die bunten Finger,Kindergruppe Die Bunten Finger,"22., Prandaugasse 3/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877114,877114,POINT (16.207044068197334 48.206592025922156),Lern- und Spielgruppe Hadersdorf 5,"Gemeinnütziger Verein zur Betreuung von Klein- und Schulkindern, Lern- und Spielgruppe Hadersdorf","14., Hadersdorfer Hauptstraße 154",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
